Accession	BacMet_ID	Gene_name	Location	Organism	Compound	Description
Q58AJ6	BAC0298	pbrA	"Plasmid pMOL30 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839), Plasmid pLVPK  (Klebsiella pneumoniae)"	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Lead (Pb)	"pbrA, a P-type ATPase (involved in efflux); involved in Pb(II) resistance; part of the lead resistance determinant pbr operon (pbrABCD) which combines functions involved in uptake, efflux, and accumulation of Pb(II)"
Q58AJ7	BAC0299	pbrB/pbrC	"Plasmid pMOL30 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)), Plasmid pLVPK (Klebsiella pneumoniae)"	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Lead (Pb)	"Lipoprotein signal peptidase 3 (pbrB); a predicted integral membrane protein and a putative signal peptidase (involved in efflux); part of the lead resistance determinant pbr operon (pbrABCD) which combines functions involved in uptake, efflux, and accumulation of Pb(II)"
Q1LAL8	BAC0300	pbrD	Plasmid pMOL30 (Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839))	Ralstonia metallidurans (strain CH34/ATCC 43123/DSM 2839)	Lead (Pb)	"PbrD, Pb(II) binding protein involved in Pb(II) resistance; a intracellular Pb binding protein (involved in Pb++ accumulation); function as a chaperone for Pb(II) or involved in Pb(II) sequestration ; PbrD is not absolutely required for Pb(II) resistance, but cells lacking PbrD show a decreased accumulation of Pb(II); part of the lead resistance determinant pbr operon (pbrABCD) which combines functions involved in uptake, efflux, and accumulation of Pb(II)"
D8IQ72	BAC0301	pbrR	"Plasmid pLVPK (Klebsiella pneumoniae), Plasmid pMOL30 (Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839))"	Herbaspirillum seropedicae (strain SmR1)	Lead (Pb)	"A transcription factor, pbrR belonging to the merR family"
Q5GR69	BAC0302	pbrT	Plasmid pA81	Alcaligenes xylosoxydans xylosoxydans	Lead (Pb)	A lead (Pb++) uptake protein PbrT
R4IUI7	BAC0506	pcm	Chromosome	Stenotrophomonas maltophilia (strain K279a)	"Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Carbonyl cyanide 3-chlorophenylhydrazone (CCCP) [class: Hydrazone], Acriflavine [class: Acridine]"	Protein-L-isoaspartate O-methyltransferase. pcm and tolCsm genes form an operon. pcm deletion affects on the expression of tolCsm. pcm alone makes little contribution to resistance.
Q47452	BAC0303	pcoA	Plasmid pRJ1004	Escherichia coli	Copper (Cu)	Copper resistance protein PcoA; required for the copper-inducible expression of copper resistance. May have oxidase activity; part of the copper resistance determinant system (pcoABCDRSE)
Q56795	BAC0732	pcoA	Plasmid	Xanthomonas campestris pv. Juglandis	Copper (Cu)	Copper resistance protein PcoA; required for the copper-inducible expression of copper resistance. May have oxidase activity; part of the copper resistance determinant system (pcoABCDRSE)
Q47453	BAC0304	pcoB	Plasmid pRJ1004	Escherichia coli	Copper (Cu)	Copper resistance protein PcoB; required for the copper-inducible expression of copper resistance; located in cell outer membrane; it's peripheral membrane protein
Q56796	BAC0734	pcoB	Plasmid	Xanthomonas campestris pv. Juglandis	Copper (Cu)	Copper resistance protein PcoB; required for the copper-inducible expression of copper resistance; located in cell outer membrane; it's peripheral membrane protein
Q47454	BAC0305	pcoC	Plasmid pRJ1004	Escherichia coli	Copper (Cu)	Copper resistance protein PcoC; required for the copper-inducible expression of copper resistance; located in periplasm; part of the copper resistance determinant system (pcoABCDRSE)
Q56797	BAC0735	pcoC	Plasmid	Xanthomonas campestris pv. Juglandis	Copper (Cu)	Copper resistance protein PcoC; required for the copper-inducible expression of copper resistance; located in periplasm; part of the copper resistance determinant system (pcoABCDRSE)
Q47455	BAC0306	pcoD	Plasmid pRJ1004	Escherichia coli	Copper (Cu)	Copper resistance protein D; Required for the copper-inducible expression of copper resistance; part of the copper resistance determinant system (pcoABCDRSE)
Q56798	BAC0733	pcoD	Plasmid	Xanthomonas campestris pv. Juglandis	Copper (Cu)	Copper resistance protein D; Required for the copper-inducible expression of copper resistance; part of the copper resistance determinant system (pcoABCDRSE)
Q47459	BAC0307	pcoE	Plasmid pRJ1004	Escherichia coli	"Copper (Cu), Silver (Ag)"	"Copper-binding protein PcoE; lies distal, downstram from the regulatory genes (gene order in the operon- pcoABCDRSE); Required for the copper-inducible Expression of copper resistance. Activated by the two-component regulatory system CusS/CusR; part of the copper resistance determinant system (pcoABCDRSE)"
Q47456	BAC0308	pcoR	Plasmid pRJ1004	Escherichia coli	Copper (Cu)	Transcriptional regulatory protein PcoR; member of a two-component regulatory system pcoS/pcoR. Involved in the activation of copper resistance gene operon pcoABCD by binding to a specific site on the cop operon promoter (copper box). part of the copper resistance determinant system (pcoABCDRSE)
Q47457	BAC0309	pcoS	Plasmid pRJ1004	Escherichia coli	Copper (Cu)	Sensor protein PcoS; member of a two-component regulatory system PcoS/PcoR. Activate PcoR by phosphorylation; part of the copper resistance determinant system (pcoABCDRSE)
Q8DPQ6	BAC0481	pdrM	Chromosome	Streptococcus pneumoniae	"Acriflavine [class: Acridine], 4,6-diamidino-2-phenylindole (DAPI) [class: Diamindine]"	It is a Na(+)/drug antiporter in Streptococcus pneumoniae
D5AQ60	BAC0612	perO	Chromosome	Rhodobacter capsulatus	"Molybdenum (Mo), Tungsten (W), Vanadium (V)"	"PerO is involved in molybdate uptake. In addition to importing molybdate, PerO probably importssulfate, tungstate, and vanadate."
Q2G282	BAC0310	perR	Chromosome	Staphylococcus aureus (strain NCTC 8325)	Hydrogen Peroxide (H2O2) [class: Peroxides]	"Peroxide-responsive repressor PerR; Manganese-dependent repressor that controls a regulon of oxidative stress resistance and iron-storage proteins. Regulates expression of genes encoding antioxidant proteins, such as katA, ahpCF, bcp and trxB. Also regulates expression of the iron-storage protein ftn, the ferritin-like protein mrgA, the ferric uptake regulator fur, the manganese transporter operon mntABC, and its own expression. May act as a hydrogen peroxide and organic hydroperoxide sensor. Required for full virulence in a murine skin abscess model of infection"
P52093	BAC0497	pfr	Chromosome	Helicobacter pylori	"Iron (Fe), Copper (Cu), Manganese (Mn)"	"pfr gene encodes ferritin protein. Has role in iron metabolism of H. pylori. Binding  and sequestration of metals by Pfr is not specific for iron. Iron resistance mediated by ferritin might be important for survival of the pathogen within its natural habitat, where it is faced with iron and other metals which originate from the diet."
P21441	BAC0311	pgpA/ltpgpA	Chromosome	Leishmania tarentolae (Sauroleishmania tarentolae)	"Arsenic (As), Antimony (Sb)"	Multidrug resistance protein PgpA
C4X6T6	BAC0530	phoB	Chromosome	Klebsiella pneumoniae NTUH-K2044	"Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides]"	"Part of the two-component regulatory system PhoBR. It regulates kpnO in K. pneumoniae. It has a role in role in capsule production and bacterial growth in K. pneumoniae. It has no role in oxidative stress tolerance and nitrostative stress tolernace, but in gastrointestinal like challenges. (NB: THIS GENE IS MORE LIKELY TO BE 'PhoP' THOUGH AUTHORS MENTIONED IT AS 'PhoB'. THE SYSTEM MIGHT BE 'PhoPQ' INSTEAD OF 'PhoBR'.)"
C4X6T5	BAC0531	phoR	Chromosome	Klebsiella pneumoniae NTUH-K2044	"Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Chlorhexidine [class: Biguanides]"	"Part of the two-component regulatory system PhoBR. It regulates kpnO in K. pneumoniae. It has a role in role in capsule production and bacterial growth in K. pneumoniae. It has no role in oxidative stress tolerance and nitrostative stress tolernace, but in gastrointestinal like challenges."
P0AFJ7	BAC0312	pitA	Chromosome	Escherichia coli (strain K12)	"Zinc (Zn), Tellurium (Te)"	"Low-affinity inorganic phosphate transporter 1, PitA; Can also transport arsenate"
Q9I3Y3	BAC0313	pmpM	Chromosome	"Only gram -ve, Pseudomonas aeruginosa"	"Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], Acriflavine [class: Acridine]"	"Multidrug resistance protein PmpM, Multidrug efflux pump that functions as an H+/drug antiporter. Confers resistance to benzylkonium chloride (BAC), fluoroquinolones, ethidium bromide, Acriflavine and tetraphenylphosphonium chloride."
P0A4K4	BAC0314	pmrA	Chromosome	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	"Acriflavine [class: Acridine], Ethidium Bromide [class: Phenanthridine]"	Multi-drug resistance efflux pump PmrA; Efflux pump for various substrates. It is associated with fluoroquinolone resistance in Streptococcus pneumoniae.
Q70FH0	BAC0487	pmrA	Chromosome	Erwinia carotovora ssp. Carotovora	Iron (Fe)	"Member of the PmrA-PmrB two-component system required in regulation of virulence in bacteria. It is involved in controlling of bacterial response to external pH and iron and is crucial for bacterial virulence. PmrA-PmrB system is also required for resistance to the peptide antibiotic polymyxin B and other cationic antimicrobial peptides.  It is activated in vivo by direct or indirect means and regulates genes that modify lipopolysaccharide, aiding survival in host (and non-host) environments. Unphosphorylated PmrA represses extracellular enzyme genes. Phosphorylation of PmrA by PmrB relieves such repression, which leads to activation of extracellular enzyme genes. Phosphorylated PmrA seems to repress expression of the pmrCAB operon."
Q70FG9	BAC0488	pmrB	Chromosome	Erwinia carotovora ssp. Carotovora	Iron (Fe)	"Member of the PmrA-PmrB two-component system required in regulation of virulence in bacteria. Functions as a sensor protein kinase which is autophosphorylated at a histidine residue and transfers its phosphate group to PmrA in response to external pH and iron and is crucial for bacterial virulence. PmrA-PmrB system is also required for resistance to the peptide antibiotic polymyxin B and other cationic antimicrobial peptides. It  is activated in vivo by direct or indirect means and regulates genes that modify lipopolysaccharide, aiding survival in host (and non-host) environments."
Q70FH1	BAC0485	pmrC	Chromosome	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Iron (Fe)	Putative cytoplasmic membrane protein pmrC. PmrA-activated pmrC gene is required for Fe(III) resistance.
Q8ZNF4	BAC0486	pmrG	Chromosome	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	Iron (Fe)	It is a phodphatase and catalyzes the dephosphorylation of heptose(II) of the outer membrane lipopolysaccharide core and localizes to the periplasm. Required for iron(III)+ resistance.
P07654	BAC0315	pstA	Chromosome	Escherichia coli (strain K12)	Arsenic (As)	An integral membrane protein. Part of the binding-protein-dependent transport system for phosphate; probably responsible for the translocation of the substrate across the membrane.
P0AAH0	BAC0316	pstB	Chromosome	Escherichia coli (strain K12)	Arsenic (As)	Phosphate transporting ATPase; Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system.
P0AGH8	BAC0317	pstC	Chromosome	Escherichia coli (strain K12)	Arsenic (As)	An integral membrane permease protein; Part of the binding-protein-dependent transport system for phosphate; probably responsible for the translocation of the substrate across the membrane.
P0AG82	BAC0318	pstS	Chromosome	Escherichia coli (strain K12)	Arsenic (As)	A periplasmic phosphate binding protein; Part of the ABC transporter complex PstSACB involved in phosphate import.
P0A0J9	BAC0319	qacA	"Plasmid VRSAp, pSK1 (S. aureus)"	"Only gram +ve, Staphylococcus aureus"	"Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Chlorhexidine [class: Biguanides], Cetylpyridinium Chloride (CPC) [class: Quaternary Ammonium Compounds (QACs)], Crystal Violet [class: Triarylmethane], Pyronin Y [class: Xanthene], Quinaldine red [class: Quinolines], Rhodamine 6G [class: Xanthene], Safranin O [class: Azin], Cetrimide (CTM)  [class: Quaternary Ammonium Compounds (QACs)], Alexidine [class: Biguanides], Amicarbalide [class: Diamidine], Pentamidine [class: Diamidine], Hexamidine [class: Diamidine], Propamidine [class: Diamidine], Diamidinodiphenylamine [class: Diamidine], Dibrompropamidine [class: Diamidine], 1a-62/JC-1-127 [class: Guanylhydrazones], 1i-39/JC-1-134 [class: Guanylhydrazones], Stilbamidine [class: Diamidine], Phenamidine [class: Diamidine], Diminazene [class: Diamidine]"	"Antiseptic resistnce gene qacA; Confers export-mediated resistance against antiseptic and disinfectant compounds such as intercalating dyes, quaternary ammonium salts and diamidines. qacA and qacB are different in sequence similarities by just by 7 nucleotides. "
Q7WUJ5	BAC0320	qacB	Plasmid pTZ2162 (S. Aureus)	"Only gram +ve, Staphylococcus aureus"	"Ethidium Bromide [class: Phenanthridine], Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Pentamidine [class: Diamidine], Propamidine [class: Diamidine], Diaminodiphenylamine [class: Diamidine], Amicarbalide [class: Diamidine], Hexamidine [class: Diamidine], Stilbamidine [class: Diamidine], 1i-39/JC-1-134 [class: Guanylhydrazones], 1a-62/JC-1-127 [class: Guanylhydrazones]"	Antiseptic efflux pump qacB. qacA and qacB are different in sequence similarities by just by 7 nucleotides. 
P14319	BAC0321	qacC/qacD/smr	"Plasmid pTZ20, pWBG32, pTZ22, pKH8"	Staphylococcus aureus	"Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Pyronin Y [class: Xanthene], Rhodamine 6G [class: Xanthene], Crystal Violet [class: Triarylmethane], Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Cetylpyridinium Chloride (CPC) [class: Quaternary Ammonium Compounds (QACs)], Dequalinium [class: Quaternary Ammonium Compounds (QACs)]"	Quaternary ammonium compound-resistance protein QacC (also called as QacD or smr); Multidrug exporter. Is implicated for the resistance to bacteriocidal quaternary ammonium compounds and ethidium bromide. It confers resistance to toxic organic cations via proton-dependent export.
P0AGC9	BAC0322	qacE	"Plasmid IncP-beta R751 (E. coli), Plasmid IncP-beta R751 (Enterobacter aerogenes)"	"Only gram -ve, Escherichia coli, K. pneumoniae, Pseudomonas aeruginosa"	"Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Pyronin Y [class: Xanthene], Rhodamine 6G [class: Xanthene], Crystal Violet [class: Triarylmethane], Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Cetylpyridinium Chloride (CPC) [class: Quaternary Ammonium Compounds (QACs)], Dequalinium [class: Quaternary Ammonium Compounds (QACs)]"	"Quaternary ammonium compound-resistance protein qacE, Multidrug exporter. It is implicated for the resistance to bacteriocidal quaternary ammonium compounds."
Q7BQY4	BAC0323	qacEdelta1	"Plasmids Rms149, In786, R388-R151 hybrid, pOZ176, pKM0509, R1033,  pKLC102, pLQ1001"	"Both gram +ve and -ve , Staphylococcus aureus, E. faecalis, P. aeruginosa"	"Benzylkonium Chloride (BAC) [class: Quaternary Ammonium Compounds (QACs)], Ethidium Bromide [class: Phenanthridine], Acriflavine [class: Acridine], Chlorhexidine [class: Biguanides], Pyronin Y [class: Xanthene], Rhodamine 6G [class: Xanthene], Methyl Viologen [class: Paraquat], Tetraphenylphosphonium (TPP) [class: Quaternary Ammonium Compounds (QACs)], 4,6-diamidino-2-phenylindole (DAPI) [class: Diamindine], Acridine Orange [class: Acridine], Sodium Dodecyl Sulfate (SDS) [class: Organo-sulfate], Sodium Deoxycholate (SDC) [class: Acid], Crystal Violet [class: Triarylmethane], Cetrimide (CTM) [class: Quaternary Ammonium Compounds (QACs)], Cetylpyridinium Chloride (CPC) [class: Quaternary Ammonium Compounds (QACs)], Dequalinium [class: Quaternary Ammonium Compounds (QACs)]"	"Disinfectant resistance protein QacEdelta 1. It can confer resistance to antibiotics as well such as erythromycin, novomycin, amikacin, ciprofloxacin, norfloxacin, tetracycline, trimethoporin etc."
